filename,gt,crnn_pred,tess_pred
05266,ខាងស្ដាំ បាក់ )   មាន ដៃ៤   ដៃ ខាងស្ដាំ កាន់ កងចក្រ   នឹង,ចផ្លំរណ ) អើ ដរស្តើក បរ្ មំ,ខាងស្តាំ បាក់ ) មានដៃ៤ ដៃខាងស្តាំកាន់ កងចក្រ នឹង /
05267,រុករក ឱ្យ ដល់ ស្រទាប់,រុករក ឱ្យ ដល់ ស្រទាប់,រុករក ខ្រ នល់ ស្រាប់
05268,-ចម្ងាយ,-ចម្ងាយ,-ចម្ងាយ
05269,ការធ្វើ ខ្លួន តឹង,ការធ្វើ ខ្លួន តឹង,ការ(ទិ ខ្លួន តល
05270,អ្វីខ្លះ,អ្វីខ្លះ,អ្វីខ្លះ
05271,។ ផ្ទុយទៅវិញ ចំពោះ,។ ផ្ទុយទៅវិញ ចំពោះ,ក ផ្ទុយនខៅរិញ្ញា បំពោះ
05272,កុន   ល្ខោន   ដែល,កុន   ឈ្ខោន   ដែល,កុន ល្ខោន ដែល
05273,...។ញញឹម,...។ញញឹម,...7ញញឹ=
05274,សំរាប់ ព្យាបាល និង មាន,សំរាប់ ព្យាបាល និង មាន,សំរាប់ ស្ញាមាល នធ មាន
05275,បានជា ល្បាប់,បានជា ល្បាប់,បា3ជា ល្យាប់
05276,  ខ្សែ គឺ   ខ្សែ ទី1   ភ្នំពេញ - អូរ ជ្រៅ   មាន ប្រវែង, ្លង ្ ើ កពេរ ប្វ ា រើ,ខ្សែគឺ ខ្សែទី1 ភ្នំពេញ-អូរជ្រៅ មាន ប្រវែង
05277,ត្រូវ រក្សា លិខិត,ត្រូវ រក្សា លិខិត,ក្រូវ រក្សា លិខិត
05278,ដឹង,ដឹង,ម
05279,ថ្លៃ,ថ្លៃ,"""ម"
05280,ច្រហេញ,ច្រហេញ,ច្រ(ហញ
05281,សង្កាត់ បឹងកក់ ទី២សង្កាត់,សង្កាត់ បឹងកក់ ទី២សង្កាត់,សង្កាត់ បឹងកក់ ទី២សង្កាត់
05282,មិន អភព្វ័ គូ   មាន ចរិយា សម្បត្តិ ល្អ   អ្នកភូមិ គោរព រាប់អាន   មាន ទ្រព្យសម្បត្តិ, ប់ ផ្សមុន ន្ំករបេៈ កេម,មិន អភព្វ័គូ មានចរិយាសម្បត្តិល្អ អ្នកភូមិ គោរព រាប់អាន មាន ទ្រព្យសម្បត្តិ
05283,មក បើ ខ្មែរ,មក បើ ខ្មែរ,3 យី អរ
05284,សារ អប់រំ ដល់ យុវវ័យ ពាក់ព័ន្ធ ទៅនឹង ទិវា,ស អំ់ំបល មុយ ក្លៃ ទៅងំ ដីរ,
05285,អោយ បាន រឹងមាំ តាមរយៈ ការផ្សព្វផ្សាយ អោយ បាន ទូលំទូលាយ ។ ត្រូវ អនុវត្ត   និង រក្សា,- គិកៅផ្វៈជ។៧ស្រ្ុ័ព្ទម្ន ។,អាយ បាន រឺតម៉ាំ តាមរយៈការផ្សព្វផ្សាយ អោយ បាន ទូលំទូលាយ ។ ត្រូវ អនុវត្ត និង / /
05286,ដឹកនាំ ទៅ រក ផ្លូវ ល្អ   និង ជៀសវាង,ជឺកា ទៅ ្ប ល  និង លើ ា,ននឺកន័រំ ទៅរក. ផ្លូវ ល្អ និង ជៀសវាយ
05287,ច្រាសច្រំ,ច្រាសច្រំ,ច្រាលទ្រំ
05288,ជាធំ។លទ្ធិប្រជាធិបតេយ្យ,ជាធំ។លទ្ធិប្រជាធិបតេយ្យ,អាអំ។ៗលន្ធិ(ប្រជា និបភេយ្យ
05289,  សិទ្ធិ ក្នុង ប្រជាធិបតេយ្យ   ពិបាក ក្នុង ការកសាង ប្រទេស   រស់ គ្មាន ប្រយោជន៍,ផ្កមុរអ្កាបអូវៈ មនត្រ្លះ,_សិទ្ធិក្នុង ប្រជាធិបតេយ្យ ពិបាក ក្នុង ការកសាង ប្រទេស រស់ គ្មាន ប្រយោជន៍
05290,បុគ្គល ណាមួយ គួរ រៀបចំ,បុគ្គល ណាមួយ គួរ រៀបចំ,បុគ្គល លាម កួ» (នចំ
05291,ជួរ ភ្នំ ក្រវាញ ស្ថិត នៅ,ជួរ ្នំ ក្រវាញ ស្ថិត នៅ,ជួរ ភ្នំ ក្រាញ ស្ថិត នៅ
05292,កីឡា​អត្តពលកម្ម,កីឡាអត្តពលកម្ម,កីនរាអត្ថលកម្ច
05293,និងមានប៉ុន្មានភូមិ?,និងមានប៉ុន្មានភូមិ?,និងមានប៉ុន្មានភូមិ?
05294,ឆ្នាំណា?,ឆ្នាំណា?,ឆ្មាំណា?
05295,អាមេណ្ឌន,អាមេណ្ឌន,សាមេណ្ឌន
05296,បាន។បើគ្មានវិធីនាំផ្លូវទេ,បាន។បើគ្មានវិធីនាំផ្លូវទេ,បាន។បើគ្មានវិធីនាំផ្លូវទេ
05297,ដើម្បីជាគម្រូដល់,ដើម្បីជាគម្រូដល់,មើឋ៉ីជាគជ្រូន
05298,បង្កោង,បង្កោង,(លាយ
05299,បន្ទះគ្រាប់គ្រើម,បន្ទះគ្រាប់គ្រើម,7ន្ទះត្រាប័ត្រី?
05300,អវិន័យ,អវិន័យ,<ទឹន៍យ
05301,វាណិជ្ជ​កម្ម,វាណិជ្ជកម្ម,វាណិជ្ជកម្ម
05302,ខ្លួនឯងជាដើមចម,ខ្លួនឯងជាដើមចម,នូន ឯននានើយច&
05303,អរុណ,អរុណ,ខុ
05304,  បោតិ ម្ខោក សង្ខេប   កាព្យ លោក ធម៍   សុភមង្គល គាថា បថ្យា,អក្ូវផ្លើ លួយបអ៍់ នុងបូរធាៈរ្ល,បោតិ ម្ចោក:សង្ខេប:កាព្យ:លោក ធម៏.:”សុភមង្គលៈគាថា បថ្សា
05305,ប៉ិត,ប៉ិត,ប៉ិ
05306,វិនាយក,វិនាយក,យន
05307,អង្គុញ ចោល ឈូង ទាញ,អង្គញ ចោល ឈូង ទាញ,អង្គុញ ចោល ឈូង ទាញ
05308,ភ្នំពេញ ដូចជា បញ្ហា ស្ទះ ចរាចរណ៍   ស្ទះ លូ,គបញ្ ្របក ្ល ្ ាល់  ប្ូះ,ពេញ ដូចជា'បញ្ហាស្ទះ ចរា ចរណ៍ ស្ទះ
05309,ពេល ខ្លះ ខ្លាច ឥទ្ធិពល,ពេល ខ្លះ ខ្លាច ឥទ្ធិពល,០០ ខ្លះ ខ្លាច ឥទ្ធំ០ល
05310,ពី៖ កត្តា មនុស្ស បើកបរ,ពី៖ កត្តា មនុស្ស បើកបរ,ពី៖ កត្តា សនុស្ស+បើកយរ
05311,សុទ្ធតែមានន័យ,សុទ្ធតែមានន័យ,សុទ្ធតែយានន័យ
05312,ខាងក្រោមៈ ការ ធ្វើ អាជីវកម្ម ទ្រង់ទ្រាយ ធំ បែប អានាធិបតេយ្យ ។ ភ្លើង,អកអំនិតច មសបរែរកំច្ភ្ពំ,:ខាងក្រោម:.ការៈធ្វើ អាជីវកម្ម ទ្រង់ទ្រាយធំ បែឋ អានាធិបតេយ្យ ។ ភ្លើង
05313,ដប់,ដប់,នប់
05314,សភា រដ្ឋសភា មាន ១២៣ អាសនៈ   សម្រាប់ អាណត្តិ ៥ ឆ្នាំ   និង ព្រឹទ្ឋិសភា   មាន,ទខ្លទានទៅេ ្េបអុំ្ន ស្ល្លន,សភា រដ្ឋសភា មាន ១២៣ អាសនៈ សម្រាប់ អាណត្តិ៥ឆ្នាំ និង ព្រឹទ្ធិសភា មាន
05315,រ៉ែផ្សេងទៀតដែលនៅ,រ៉ែផ្សែងទៀតដែលនៅ,អផ្សេន៍ខ្នេតគនិលនៅំ
05316,គោរព វិន័យ   បទបញ្ជា ផ្ទៃក្នុង សាលា ។តាមដាន រិះគិត   សង្កេតវិភាគ   ប្រៀបធៀប លើ,ត នៃ គងត្លរៈ។ គតនំ ខ្លែ សរំ,គោរព វិន័យ បទបញ្ហា ផ្ទៃគ្នង សាលា ។តាមដាន រិះគិត -សង្កេតវិភាគ ប្រៀបធៀប ឈើ
05317,លៀម,លៀម,លៀម
05318,វិន័យរដ្ឋបាលបុគ្គល,វិន័យរដ្ឋបាលបុគ្គល,វិន័យរដ្ឋបាលបុគុល
05319,ព្រះនាង ជា ករីឯក ខាង,ព្រះនាង ជា ករឹឯក ខាង,្រាះនាន៍ ជា គរិសគា ខាន
05320,ថ្ងៃទី ០៦ ឧសភា ១៩៤៧,ថ្ងៃទី ០៥ ឧសភា ១៩៤៧,្វន#”០%ទ្រសភា ១៤៩១
05321,:អ្នកមានអាការៈបែប,:អ្នកមានអាការៈបែប,":,ខកាមា& »ាគារៈ#ប៤"
05322,អាចារ --,អាចារ --,?ាធារ --
05323,? ចូរ ពន្យល់,? ចូរ ពន្យល់,? ចូរ ពន្យល់
05324,ន៏?បាន,ន៏?បាន,ន៍?បាន
05325,វិមុត្តិ,វិមុត្តិ,វិទុន្តិ
05326,យន់,យន់,យន់
05327,ចលនា ឆ្លងកាត់,ចលនា ឆ្លងកាត់,ចល2) ឆ្លងកាត់
05328,អំពី ការប្រព្រឹត្ត,អំពី ការប្រព្រឹត្ត,ទំ គារជ្រព្រីត្ត
05329,ចម្ការលើ,ចម្ការលើ,ចម្ការឈី
05330,បញ្ហាអ្វីកើតមាននៅក្នុង,បញ្ហាអ្វីកើតមាននៅក្នុង,បញ្ហាភ៊ីភើតមា ននៅក្ចុន៍
05331,គិចដល់ថ្ងៃបោះឆ្នោតមាន,គិចដល់ថ្ងៃបោះឆ្នោតមាន,គិចនណ័វជ្ជប្មោះឆ្មោតយាន
05332,រងាវ,រងាវ,រហ
05333,រៀបចំ ពិធី ផ្សេង ៗ បាន ។ ហេតុ,ជ្បចំ ពិធី ផ្សង ៗ បាន ។ ហេតុ,រៀបចំ ពិធីផ្សេង ៗ បាន ។ ហេគ្ន័
05334,បើកទ្វារ,បើកទ្ធារ,បើការ
05335,បានជា ប្រជាជន កម្ពុជា ចូលចិត្ត រស់ នៅក្នុង តំបន់ រាល រាប ? បានជា ប្រជាជន កម្ពុជា,ជដ្វយញ្លកអ្ុក្នុងជោពជតូជផថ្ល,បានជា ប្រជាជន កម្ពុជា ចូលចិត្ត រស់ នៅក្នុងតំបន់ វាល:រាប.? បានជា.ប្រញជន.កម្ពុជា
05336,ពិនិត្យ និង គ្រប់គ្រង ទៅ តាម លក្ខណៈ ផ្លូវការ,ពិគ្យន សបសគង ។ៅ ាមលណចលៈ ផ្លារ,ពិនិត្យ និង គ្រប់គ្រង ទៅ តាម លក្ខណៈ ផ្លូវការ
05337,លះបង់ផលប្រយោជន៍,លះបង់ផលប្រយោជន៍,លះបន័នលប្រយោជន៏
05338,ដល់ភាពយន្តកុនល្ខោនដែល,ដល់ភាពយន្តកុនល្ខោនដែល,វលំកាពយន្ហកុ3(ញ្ជាន(៥២
